DonorId,Potential Duplicates
12138.0,"[10586.0, 26060.0, 16757.0, 10567.0]"
16757.0,"[10586.0, 26060.0, 12138.0, 10567.0]"
7876.0,"[28033.0, 26060.0]"
10567.0,"[12138.0, 10586.0, 26060.0, 16757.0]"
16846.0,[13.0]
9136.0,[13.0]
30105.0,"[22300.0, 13.0]"
23275.0,[20598.0]
20598.0,[23275.0]
25649.0,[47171.0]
5354.0,[9182.0]
1166.0,"[6069.0, 9182.0]"
3196.0,[14743.0]
14743.0,[3196.0]
17939.0,[1178.0]
25826.0,[18686.0]
18686.0,[25826.0]
3193.0,[12940.0]
17248.0,"[5361.0, 19227.0]"
24135.0,[19654.0]
19654.0,[24135.0]
18955.0,[26256.0]
13439.0,"[2200.0, 16842.0]"
2200.0,"[16842.0, 13439.0]"
16842.0,"[2200.0, 9147.0, 13439.0]"
3127.0,[8601.0]
8601.0,[3127.0]
13252.0,"[744.0, 27948.0, 28063.0]"
25097.0,[16229.0]
16229.0,[25097.0]
25385.0,"[8940.0, 5989.0]"
8940.0,"[25385.0, 5989.0]"
5989.0,"[25385.0, 8940.0]"
32670.0,[32688.0]
32688.0,[32670.0]
27222.0,"[27969.0, 30251.0]"
30251.0,"[27969.0, 27222.0]"
27969.0,"[30251.0, 27222.0]"
31529.0,"[31395.0, 30486.0]"
30486.0,"[31529.0, 31395.0]"
31395.0,"[31529.0, 30486.0]"
26035.0,[22423.0]
22423.0,[26035.0]
34349.0,[24973.0]
24973.0,[34349.0]
23484.0,[20012.0]
20012.0,"[23484.0, 20814.0]"
25256.0,[14464.0]
14464.0,[25256.0]
10979.0,"[10481.0, 8181.0]"
25165.0,[17458.0]
24996.0,[18188.0]
18188.0,"[24996.0, 3053.0]"
24997.0,[15959.0]
15959.0,[24997.0]
17285.0,"[2439.0, 3786.0, 19827.0, 77945.0, 67420.0]"
25450.0,"[12065.0, 20581.0]"
12065.0,"[25450.0, 20581.0]"
20581.0,"[12065.0, 25450.0]"
25288.0,[9977.0]
9977.0,[25288.0]
26163.0,[9288.0]
9288.0,[26163.0]
12908.0,[11719.0]
11719.0,"[21497.0, 12908.0, 16913.0]"
26223.0,[31405.0]
31405.0,[26223.0]
28175.0,[14136.0]
14136.0,[28175.0]
9955.0,[7154.0]
7154.0,[9955.0]
22214.0,[9148.0]
9148.0,[22214.0]
13359.0,[12893.0]
12893.0,[13359.0]
25494.0,[14871.0]
14871.0,[25494.0]
3292.0,[4179.0]
4179.0,"[3292.0, 1014.0]"
25570.0,"[18664.0, 7975.0, 21981.0, 15647.0]"
18664.0,"[25570.0, 15647.0, 7975.0, 21981.0, 18847.0]"
15647.0,"[25570.0, 7975.0, 18664.0, 21981.0, 18847.0]"
7975.0,"[25570.0, 18664.0, 18847.0, 21981.0, 15647.0]"
21981.0,"[25570.0, 7975.0, 18664.0, 18847.0, 15647.0]"
31441.0,[3309.0]
3309.0,[31441.0]
26157.0,[9300.0]
9300.0,[26157.0]
25142.0,[9478.0]
10136.0,"[1965.0, 25262.0]"
25236.0,[10343.0]
10343.0,"[18418.0, 25236.0]"
23181.0,"[2104.0, 25206.0]"
2559.0,[4127.0]
4127.0,[2559.0]
6387.0,"[5540.0, 28332.0, 8850.0, 725.0, 2524.0, 8253.0, 12894.0]"
8850.0,"[2984.0, 6387.0, 5540.0, 8253.0]"
8253.0,"[8850.0, 6387.0, 5540.0]"
5540.0,"[2984.0, 28332.0, 8850.0, 6387.0, 2524.0, 8253.0]"
28332.0,"[2524.0, 6387.0, 5540.0]"
26270.0,[31159.0]
31159.0,"[20552.0, 26270.0]"
7632.0,"[21979.0, 22925.0]"
31425.0,[27815.0]
27815.0,[31425.0]
25311.0,[14405.0]
19346.0,"[15600.0, 16481.0, 17111.0]"
17111.0,"[15600.0, 16481.0, 19346.0]"
15600.0,"[16481.0, 19346.0, 17111.0]"
16481.0,"[15600.0, 19346.0, 17111.0]"
26207.0,[21223.0]
21223.0,[26207.0]
31241.0,[21849.0]
21849.0,[31241.0]
31469.0,"[16139.0, 23383.0]"
23383.0,"[16139.0, 31469.0]"
16139.0,"[31469.0, 23383.0]"
80.0,"[15516.0, 25814.0]"
25457.0,[30070.0]
30070.0,[25457.0]
20959.0,"[25577.0, 10009.0]"
10009.0,"[25577.0, 13300.0, 20959.0]"
25810.0,"[25409.0, 8922.0, 2475.0]"
2475.0,"[25409.0, 25810.0]"
15963.0,"[2132.0, 16125.0]"
16125.0,"[15963.0, 2132.0]"
2132.0,"[15963.0, 16125.0]"
2994.0,"[11056.0, 1945.0]"
25576.0,[20166.0]
20166.0,"[25576.0, 1575.0]"
10384.0,[9739.0]
9739.0,[10384.0]
24568.0,[28914.0]
28914.0,"[24568.0, 21386.0, 5958.0]"
2980.0,[5624.0]
5624.0,[2980.0]
25782.0,[18767.0]
18767.0,"[15573.0, 25782.0]"
821.0,"[5942.0, 17519.0]"
12245.0,[10456.0]
11581.0,"[6075.0, 13435.0]"
6075.0,"[13435.0, 11581.0]"
13435.0,"[6075.0, 11581.0]"
10098.0,[25185.0]
25871.0,[1425.0]
25146.0,[18543.0]
18543.0,[25146.0]
28390.0,[16017.0]
16017.0,"[28390.0, 10543.0]"
23735.0,"[14318.0, 15735.0]"
14318.0,[23735.0]
9960.0,[23855.0]
8792.0,[232.0]
31467.0,[25186.0]
25186.0,[31467.0]
29328.0,[6462.0]
6462.0,"[29328.0, 10018.0]"
25400.0,[9041.0]
9041.0,[25400.0]
1161.0,[16288.0]
2987.0,[1041.0]
1041.0,"[8259.0, 2987.0, 4183.0]"
10354.0,[784.0]
784.0,[10354.0]
25233.0,[18506.0]
18506.0,"[25233.0, 17347.0]"
34104.0,[21529.0]
21529.0,[34104.0]
2583.0,[25892.0]
6915.0,[4009.0]
4009.0,[6915.0]
8172.0,"[6433.0, 31330.0]"
8922.0,[25810.0]
14816.0,"[24064.0, 25292.0, 18080.0]"
25305.0,[20737.0]
20737.0,[25305.0]
24941.0,"[14858.0, 18300.0]"
14858.0,"[18300.0, 24941.0]"
18300.0,"[14858.0, 24941.0]"
4203.0,[2229.0]
9059.0,[25417.0]
24976.0,[11309.0]
11309.0,[24976.0]
9111.0,"[23225.0, 24162.0, 10063.0]"
28551.0,"[10530.0, 21419.0, 14615.0]"
10530.0,[28551.0]
14615.0,"[21419.0, 28551.0]"
24945.0,[19554.0]
19554.0,[24945.0]
16226.0,[19941.0]
19941.0,[16226.0]
9116.0,[25482.0]
31342.0,"[24122.0, 8759.0]"
8759.0,"[24122.0, 31342.0]"
25783.0,[2289.0]
2289.0,"[9278.0, 25783.0]"
5049.0,"[4208.0, 2228.0, 16013.0, 20127.0]"
16013.0,"[5049.0, 2228.0, 20127.0]"
2228.0,"[5049.0, 16013.0, 20127.0]"
20127.0,"[5049.0, 18485.0, 2228.0, 16013.0]"
4208.0,[5049.0]
25096.0,[10434.0]
10434.0,[25096.0]
2983.0,"[1020.0, 24117.0]"
25126.0,[14713.0]
14713.0,[25126.0]
9081.0,"[6461.0, 23918.0]"
31492.0,[13873.0]
13873.0,[31492.0]
25321.0,[5985.0]
24948.0,[14382.0]
25163.0,[256.0]
25389.0,[21661.0]
21661.0,[25389.0]
11022.0,"[12889.0, 25334.0]"
25170.0,[20703.0]
20703.0,[25170.0]
31387.0,"[31015.0, 31127.0]"
31127.0,[31387.0]
31015.0,[31387.0]
24767.0,[14483.0]
14483.0,[24767.0]
3665.0,"[680.0, 3664.0]"
680.0,"[3664.0, 3665.0]"
3664.0,"[680.0, 3665.0]"
24745.0,[9257.0]
9257.0,[24745.0]
23323.0,[21711.0]
21711.0,[23323.0]
20387.0,[30309.0]
30309.0,[20387.0]
23451.0,[23713.0]
30557.0,[16658.0]
16658.0,[30557.0]
24817.0,[15832.0]
15832.0,[24817.0]
23712.0,[24360.0]
9150.0,"[24360.0, 24690.0, 30623.0]"
15980.0,[3105.0]
3105.0,[15980.0]
10522.0,"[5051.0, 23661.0]"
12820.0,"[19689.0, 18051.0, 2990.0, 34295.0]"
24154.0,[20711.0]
20711.0,[24154.0]
8968.0,"[24048.0, 1062.0]"
20733.0,[21747.0]
21747.0,[20733.0]
27978.0,[24039.0]
24433.0,[14137.0]
14137.0,"[24433.0, 21935.0]"
24902.0,[1028.0]
1028.0,"[1217.0, 24902.0]"
24365.0,[19411.0]
19411.0,[24365.0]
4494.0,[5970.0]
5970.0,[4494.0]
10058.0,"[23681.0, 6460.0]"
19947.0,[10445.0]
15946.0,"[2098.0, 18485.0]"
2098.0,"[15946.0, 18485.0]"
18485.0,"[15946.0, 2098.0, 20127.0]"
23981.0,[23518.0]
23518.0,[23981.0]
21497.0,[11719.0]
16913.0,[11719.0]
24112.0,[18062.0]
18062.0,[24112.0]
33567.0,"[2000.0, 2042.0, 48876.0, 10263.0]"
10263.0,"[11239.0, 33567.0]"
2000.0,[33567.0]
24422.0,[18116.0]
18116.0,[24422.0]
1589.0,"[24593.0, 3729.0, 2731.0, 12678.0]"
23754.0,[19943.0]
3336.0,[21916.0]
21916.0,[3336.0]
23676.0,[16334.0]
16334.0,[23676.0]
23879.0,[14364.0]
14364.0,"[23874.0, 23879.0]"
24565.0,[8364.0]
8364.0,"[24565.0, 6309.0]"
10213.0,[24064.0]
24598.0,[22828.0]
22828.0,[24598.0]
24793.0,[17897.0]
16117.0,"[23995.0, 29871.0]"
29871.0,"[23995.0, 16117.0]"
14522.0,[13620.0]
13620.0,[14522.0]
34350.0,[4931.0]
4931.0,[34350.0]
24891.0,"[13922.0, 18958.0]"
13922.0,"[24891.0, 18958.0]"
18958.0,"[13922.0, 24891.0]"
17144.0,"[19336.0, 27564.0]"
19336.0,"[17144.0, 27564.0]"
27564.0,"[17144.0, 19336.0]"
23423.0,[23994.0]
28133.0,"[23689.0, 5538.0]"
24590.0,[20475.0]
20475.0,[24590.0]
18287.0,[3066.0]
3066.0,[18287.0]
24017.0,[16155.0]
16155.0,[24017.0]
9515.0,"[1866.0, 8365.0]"
1866.0,[9515.0]
8365.0,[9515.0]
15885.0,"[2049.0, 8043.0]"
8043.0,[15885.0]
31287.0,[20627.0]
20627.0,[31287.0]
23726.0,[18437.0]
22244.0,"[31104.0, 7951.0]"
31104.0,[22244.0]
7951.0,[22244.0]
5497.0,"[24854.0, 4231.0]"
4741.0,"[2905.0, 345.0, 6841.0]"
4878.0,[5618.0]
5618.0,[4878.0]
9113.0,"[24690.0, 4883.0, 13292.0, 2271.0]"
24087.0,[8110.0]
32086.0,[32085.0]
32085.0,[32086.0]
31763.0,[31761.0]
31761.0,[31763.0]
159.0,[143.0]
143.0,[159.0]
24100.0,[2350.0]
2350.0,"[21394.0, 24100.0]"
24929.0,[21394.0]
21394.0,"[24929.0, 2350.0]"
28931.0,"[208.0, 24003.0]"
24223.0,[23162.0]
24802.0,[9246.0]
9246.0,"[24802.0, 2757.0]"
24080.0,[17414.0]
17414.0,[24080.0]
758.0,[2070.0]
2070.0,[758.0]
14456.0,[11947.0]
16362.0,"[11153.0, 30074.0]"
11153.0,"[16362.0, 30074.0]"
30074.0,"[11153.0, 16362.0]"
32715.0,[31854.0]
31854.0,[32715.0]
23982.0,"[30257.0, 30380.0]"
30380.0,"[30257.0, 23982.0]"
30257.0,"[30380.0, 23982.0]"
14879.0,[18090.0]
18090.0,[14879.0]
31329.0,"[20084.0, 28135.0]"
20084.0,"[31329.0, 28429.0]"
28135.0,"[31329.0, 28429.0]"
23636.0,"[23953.0, 21797.0]"
24081.0,[17276.0]
17276.0,[24081.0]
23298.0,[8988.0]
8104.0,[4114.0]
4114.0,"[8104.0, 8164.0]"
23933.0,[20102.0]
20102.0,[23933.0]
2949.0,"[20098.0, 23934.0]"
24873.0,[5073.0]
31830.0,"[72355.0, 32168.0, 32201.0, 85534.0, 74623.0]"
17469.0,"[19971.0, 23927.0]"
27819.0,[2944.0]
2944.0,[27819.0]
24829.0,[33534.0]
33534.0,"[16400.0, 83.0, 24829.0]"
11656.0,[13663.0]
13663.0,[11656.0]
32168.0,"[32547.0, 31830.0]"
32535.0,"[32547.0, 72355.0, 85534.0]"
24430.0,[20397.0]
20397.0,[24430.0]
29939.0,"[29632.0, 24931.0, 16015.0]"
24894.0,[10584.0]
22413.0,[21525.0]
21525.0,[22413.0]
23601.0,[21575.0]
21575.0,[23601.0]
19046.0,"[11699.0, 12708.0]"
11699.0,"[16672.0, 11691.0, 19046.0]"
12708.0,"[16672.0, 11691.0, 19046.0]"
19217.0,[16756.0]
16756.0,[19217.0]
22610.0,"[19024.0, 10654.0, 12159.0]"
19024.0,"[22610.0, 10654.0, 12159.0]"
12159.0,"[19024.0, 22610.0]"
10654.0,"[19024.0, 22610.0]"
19141.0,[13538.0]
13538.0,"[19042.0, 11684.0, 19141.0]"
11983.0,[17293.0]
17293.0,[11983.0]
13459.0,[11591.0]
11591.0,[13459.0]
31274.0,[30775.0]
30775.0,[31274.0]
14519.0,[13599.0]
13599.0,"[10705.0, 14519.0]"
11646.0,"[13482.0, 8014.0]"
8014.0,[11646.0]
13482.0,"[19076.0, 11646.0]"
31096.0,[22688.0]
22688.0,"[31096.0, 1256.0]"
30669.0,[30422.0]
30422.0,[30669.0]
22800.0,[19299.0]
19299.0,[22800.0]
7913.0,[5524.0]
5524.0,"[7913.0, 3940.0]"
22634.0,"[11680.0, 13519.0]"
11680.0,"[22634.0, 13519.0]"
13519.0,"[11680.0, 22634.0, 5477.0]"
22571.0,[1014.0]
1014.0,"[4179.0, 22571.0]"
2766.0,"[11116.0, 9196.0, 2670.0, 16664.0, 3674.0]"
31084.0,[30336.0]
20552.0,[31159.0]
15836.0,[14967.0]
14967.0,[15836.0]
17903.0,"[16811.0, 14935.0]"
20587.0,[22760.0]
22685.0,[16782.0]
16782.0,[22685.0]
12149.0,[19297.0]
22515.0,"[11641.0, 16794.0, 19283.0]"
19283.0,"[11641.0, 16794.0, 22515.0]"
11641.0,"[19283.0, 22515.0]"
16794.0,"[19283.0, 22515.0]"
12716.0,"[12417.0, 9274.0, 3711.0]"
16748.0,"[12164.0, 18022.0]"
11577.0,"[13635.0, 19038.0]"
13635.0,"[11577.0, 19038.0]"
19038.0,"[11577.0, 13635.0]"
19286.0,[16768.0]
13520.0,"[16768.0, 1220.0]"
12152.0,[13485.0]
13485.0,[12152.0]
22508.0,[31082.0]
31082.0,[22508.0]
15068.0,[27889.0]
27889.0,[15068.0]
10912.0,[11425.0]
11425.0,[10912.0]
22516.0,"[13533.0, 2399.0]"
13533.0,"[22516.0, 11637.0]"
22648.0,"[16678.0, 13455.0]"
13455.0,"[22648.0, 16678.0]"
16678.0,"[22648.0, 13455.0]"
19041.0,[14505.0]
14505.0,[19041.0]
11704.0,[17897.0]
31103.0,[22744.0]
17895.0,[27019.0]
19016.0,"[29718.0, 13567.0]"
29718.0,"[19016.0, 12119.0, 13567.0]"
13567.0,"[19016.0, 29718.0, 12119.0]"
31245.0,[30691.0]
30691.0,[31245.0]
12945.0,[31113.0]
10706.0,[13572.0]
13572.0,"[10706.0, 5029.0]"
9948.0,"[7024.0, 31101.0]"
22826.0,[18595.0]
18595.0,[22826.0]
22656.0,[12703.0]
12703.0,[22656.0]
22536.0,[28076.0]
28076.0,[22536.0]
16654.0,[12102.0]
12102.0,[16654.0]
19300.0,[9279.0]
9279.0,[19300.0]
23546.0,[21744.0]
21744.0,[23546.0]
5379.0,"[17233.0, 3923.0, 3924.0, 5005.0]"
22790.0,[9310.0]
9310.0,[22790.0]
19151.0,"[5592.0, 18097.0]"
18097.0,"[979.0, 19151.0]"
12861.0,"[30464.0, 16202.0]"
16202.0,"[30464.0, 12861.0]"
30464.0,"[16202.0, 12861.0]"
12153.0,"[5421.0, 17239.0]"
17239.0,[12153.0]
5421.0,[12153.0]
16214.0,"[2211.0, 18012.0]"
18012.0,"[2211.0, 16214.0]"
7991.0,"[3712.0, 2713.0, 20462.0, 3711.0]"
14502.0,"[16793.0, 19054.0, 13535.0]"
19054.0,"[16793.0, 14502.0, 13535.0]"
13535.0,"[3685.0, 14502.0, 19054.0, 5428.0, 11638.0]"
16793.0,"[19054.0, 14502.0]"
22694.0,[16815.0]
22574.0,"[11621.0, 13479.0]"
13479.0,"[16731.0, 22574.0]"
11621.0,[22574.0]
12408.0,[14518.0]
10596.0,"[5012.0, 14518.0]"
22505.0,[9214.0]
9214.0,[22505.0]
2757.0,[9246.0]
17908.0,"[15816.0, 14524.0, 16808.0]"
15816.0,"[16808.0, 14524.0, 17908.0, 13612.0]"
14524.0,"[15816.0, 17908.0]"
16808.0,"[15816.0, 17908.0, 13612.0]"
19087.0,[16777.0]
16777.0,"[5364.0, 19087.0]"
13530.0,[19185.0]
1256.0,[22688.0]
13617.0,[16807.0]
16807.0,[13617.0]
19287.0,[6605.0]
14501.0,[8008.0]
8008.0,[14501.0]
13593.0,"[11666.0, 19047.0]"
19047.0,[13593.0]
11666.0,[13593.0]
13540.0,[5380.0]
5380.0,[13540.0]
9265.0,[14961.0]
14961.0,"[9265.0, 665.0, 14540.0]"
22652.0,[16647.0]
16647.0,[22652.0]
10050.0,[19980.0]
19980.0,[10050.0]
23547.0,[20039.0]
20039.0,[23547.0]
19114.0,[16780.0]
16780.0,[19114.0]
23117.0,[18526.0]
18526.0,"[15973.0, 23117.0]"
23039.0,[21980.0]
21980.0,[23039.0]
31170.0,[30382.0]
30382.0,[31170.0]
29436.0,[4132.0]
4132.0,[29436.0]
31156.0,[30930.0]
16148.0,[19650.0]
23325.0,[19568.0]
2088.0,[2055.0]
2055.0,"[2088.0, 2067.0]"
12319.0,"[30960.0, 4128.0, 16307.0, 31227.0]"
17119.0,[5065.0]
5065.0,[17119.0]
769.0,[6442.0]
9177.0,"[22696.0, 1231.0, 10615.0]"
10615.0,[9177.0]
22696.0,[9177.0]
1231.0,"[1232.0, 9177.0]"
22993.0,[18844.0]
18844.0,[22993.0]
5042.0,"[4129.0, 12667.0, 8155.0, 18015.0]"
12667.0,"[5042.0, 8155.0]"
8155.0,"[5042.0, 12667.0]"
23621.0,[17286.0]
17286.0,[23621.0]
2537.0,[1088.0]
1088.0,[2537.0]
23343.0,[19905.0]
23400.0,[9109.0]
22917.0,[20149.0]
20149.0,"[15973.0, 22917.0]"
23536.0,"[20106.0, 8895.0]"
8895.0,[23536.0]
20106.0,[23536.0]
10222.0,[21682.0]
21682.0,"[10222.0, 5959.0]"
14847.0,[15969.0]
15969.0,[14847.0]
15544.0,[21943.0]
21943.0,[15544.0]
23033.0,[21944.0]
21944.0,[23033.0]
23635.0,[1877.0]
1877.0,"[1441.0, 23635.0]"
23566.0,[27741.0]
27741.0,[23566.0]
22959.0,[21942.0]
21942.0,"[5466.0, 22959.0]"
2112.0,"[8249.0, 130.0]"
8249.0,"[2112.0, 130.0]"
130.0,"[2112.0, 8249.0]"
4000.0,"[27506.0, 2908.0, 11836.0]"
23500.0,[19741.0]
19741.0,[23500.0]
23641.0,[21579.0]
23565.0,[19562.0]
19562.0,[23565.0]
22997.0,[212.0]
212.0,"[22997.0, 6479.0]"
23396.0,[19660.0]
19660.0,[23396.0]
2044.0,[6409.0]
16047.0,"[17304.0, 9077.0]"
28820.0,[28618.0]
28618.0,[28820.0]
23009.0,[21912.0]
21912.0,[23009.0]
21502.0,[18316.0]
23474.0,[20019.0]
22348.0,[5258.0]
5258.0,"[22348.0, 5887.0]"
10014.0,"[16187.0, 7103.0]"
7103.0,"[16187.0, 10014.0]"
16187.0,"[10014.0, 7103.0]"
22922.0,"[21948.0, 10812.0, 15725.0]"
31169.0,[11150.0]
11150.0,[31169.0]
23433.0,[13339.0]
13339.0,[23433.0]
2551.0,[1025.0]
12115.0,"[15024.0, 9259.0, 11651.0]"
23429.0,"[2521.0, 27701.0]"
2521.0,[23429.0]
27701.0,[23429.0]
22996.0,[2279.0]
2279.0,[22996.0]
23626.0,[9040.0]
9040.0,[23626.0]
31175.0,"[16217.0, 12255.0]"
12255.0,"[16217.0, 31175.0]"
16217.0,"[12255.0, 31175.0]"
6445.0,"[20593.0, 20002.0]"
2981.0,[1008.0]
1008.0,"[29292.0, 2981.0]"
2473.0,[994.0]
994.0,[2473.0]
2059.0,[2120.0]
2120.0,[2059.0]
10053.0,[16235.0]
16235.0,[10053.0]
23646.0,[18143.0]
18143.0,[23646.0]
31166.0,[21666.0]
21666.0,[31166.0]
23591.0,[12876.0]
12876.0,"[12204.0, 23591.0]"
23266.0,"[4178.0, 18542.0]"
23306.0,[20793.0]
22499.0,[19280.0]
19280.0,"[1218.0, 22499.0]"
23310.0,[21816.0]
21816.0,[23310.0]
23339.0,[18369.0]
18369.0,[23339.0]
3047.0,"[27970.0, 28067.0]"
27970.0,"[28067.0, 3047.0]"
28067.0,"[27970.0, 3047.0]"
22706.0,"[2019.0, 15771.0]"
2019.0,[22706.0]
15771.0,[22706.0]
19407.0,[22010.0]
22010.0,[19407.0]
11622.0,[14507.0]
12725.0,[14507.0]
23539.0,[10357.0]
10357.0,[23539.0]
23284.0,[30802.0]
30802.0,[23284.0]
32019.0,[32582.0]
22805.0,[20477.0]
16194.0,"[19680.0, 13364.0]"
19680.0,[16194.0]
13364.0,[16194.0]
23600.0,[16029.0]
16029.0,[23600.0]
16193.0,[12813.0]
23384.0,"[16165.0, 11295.0]"
11295.0,"[23384.0, 12880.0, 16165.0]"
16165.0,"[23384.0, 12880.0, 11295.0]"
23378.0,[18099.0]
18099.0,[23378.0]
12882.0,[23385.0]
15936.0,[23385.0]
23329.0,[5281.0]
5281.0,[23329.0]
13271.0,[16169.0]
12236.0,[12797.0]
12797.0,[12236.0]
23642.0,[16128.0]
16128.0,[23642.0]
19856.0,[23162.0]
23643.0,[19793.0]
19793.0,[23643.0]
27921.0,[10115.0]
10115.0,[27921.0]
4550.0,"[5920.0, 17562.0, 22420.0]"
17674.0,"[16592.0, 15674.0, 19530.0, 17694.0]"
15674.0,"[16592.0, 17674.0, 19530.0, 17694.0]"
17694.0,"[17674.0, 17139.0, 15674.0, 19530.0]"
16592.0,"[17674.0, 15674.0]"
19530.0,"[17674.0, 17139.0, 15674.0, 17694.0]"
43768.0,[19805.0]
19805.0,[43768.0]
23347.0,[17460.0]
22846.0,[17033.0]
17033.0,[22846.0]
32523.0,"[32123.0, 32582.0]"
23405.0,[17349.0]
21085.0,[19535.0]
19535.0,"[21085.0, 30583.0]"
18698.0,"[20154.0, 23099.0, 15548.0]"
22810.0,[19543.0]
19543.0,[22810.0]
19273.0,"[5361.0, 12378.0, 14989.0, 3938.0]"
22191.0,[18878.0]
18878.0,[22191.0]
22292.0,[19239.0]
19239.0,"[22292.0, 5391.0]"
10586.0,"[12138.0, 16757.0, 10567.0]"
22095.0,[19004.0]
19004.0,[22095.0]
17956.0,[10601.0]
10601.0,[17956.0]
5014.0,[11682.0]
22128.0,[19039.0]
19039.0,[22128.0]
11647.0,"[16716.0, 2701.0]"
2701.0,[11647.0]
22255.0,[9242.0]
9242.0,[22255.0]
1930.0,[5277.0]
5277.0,[1930.0]
22267.0,[16653.0]
16653.0,"[22267.0, 12151.0, 18927.0]"
18457.0,[1011.0]
1011.0,[18457.0]
18880.0,"[14520.0, 16730.0, 10597.0, 12407.0]"
16730.0,"[18880.0, 11668.0, 14520.0]"
14520.0,"[18880.0, 16730.0]"
12407.0,[18880.0]
10597.0,"[18880.0, 11668.0, 5413.0]"
22113.0,[19032.0]
19032.0,[22113.0]
21192.0,"[4984.0, 15003.0, 5375.0, 4991.0]"
6611.0,[22137.0]
19292.0,"[13528.0, 12737.0]"
13528.0,[19292.0]
12737.0,[19292.0]
17395.0,[12208.0]
22102.0,"[19017.0, 13557.0]"
19017.0,"[13557.0, 22102.0]"
13557.0,"[12080.0, 19017.0, 22102.0]"
18001.0,[16149.0]
16149.0,[18001.0]
3919.0,"[16705.0, 5373.0]"
16705.0,[3919.0]
5373.0,"[1194.0, 3919.0]"
7871.0,"[5008.0, 22284.0, 2696.0, 1215.0]"
13597.0,"[22284.0, 5469.0, 11580.0]"
21857.0,"[28193.0, 905.0, 27469.0, 30039.0, 27805.0]"
8259.0,"[1041.0, 4183.0]"
4183.0,"[1041.0, 8259.0]"
16250.0,[18480.0]
6458.0,"[9008.0, 3109.0]"
9922.0,[8162.0]
7067.0,[10061.0]
10061.0,[7067.0]
18128.0,[15906.0]
15906.0,[18128.0]
12007.0,[1734.0]
1734.0,[12007.0]
2137.0,[1606.0]
21792.0,"[20760.0, 19932.0]"
19932.0,[21792.0]
4059.0,[4467.0]
4467.0,[4059.0]
15994.0,[12769.0]
9617.0,[19439.0]
19439.0,[9617.0]
32864.0,"[33172.0, 32852.0]"
33172.0,"[32864.0, 32852.0]"
32852.0,"[32864.0, 33172.0]"
21606.0,[19996.0]
19996.0,[21606.0]
20154.0,[18698.0]
32585.0,[30963.0]
18847.0,"[18664.0, 15647.0, 21981.0, 7975.0]"
13001.0,[13726.0]
13726.0,[13001.0]
2368.0,"[2364.0, 2366.0]"
2364.0,"[2368.0, 2366.0]"
2366.0,"[2368.0, 2364.0]"
1522.0,"[18474.0, 21743.0]"
4548.0,[30159.0]
30159.0,[4548.0]
12898.0,[15945.0]
15945.0,[12898.0]
32636.0,[32540.0]
1073.0,[3264.0]
3264.0,[1073.0]
21577.0,[8892.0]
8892.0,[21577.0]
21852.0,"[8992.0, 6466.0, 8242.0, 12050.0, 14394.0]"
8242.0,"[8992.0, 14394.0, 12050.0, 21852.0]"
14394.0,"[8992.0, 8242.0, 12050.0, 21852.0]"
8992.0,"[12050.0, 8242.0, 14394.0, 21852.0]"
6466.0,[21852.0]
14668.0,[10729.0]
22239.0,[5939.0]
5939.0,[22239.0]
20428.0,"[9232.0, 22106.0]"
29292.0,[1008.0]
22171.0,[2454.0]
2454.0,[22171.0]
21646.0,"[78696.0, 26717.0]"
22334.0,[9128.0]
9128.0,[22334.0]
1937.0,[16356.0]
6543.0,"[21782.0, 30967.0]"
10286.0,[29283.0]
19766.0,[11064.0]
11064.0,[19766.0]
20814.0,"[7024.0, 20012.0]"
21659.0,[10369.0]
10369.0,[21659.0]
14683.0,"[11331.0, 17494.0, 30663.0]"
18178.0,"[9996.0, 12038.0]"
12038.0,"[18178.0, 9996.0]"
9996.0,"[18178.0, 12038.0]"
21827.0,[8758.0]
8758.0,[21827.0]
5959.0,"[21682.0, 5965.0, 5962.0]"
21858.0,[21801.0]
21801.0,[21858.0]
12875.0,[67420.0]
1068.0,"[5330.0, 16142.0]"
5532.0,[9007.0]
9007.0,[5532.0]
1107.0,[21718.0]
18192.0,"[21994.0, 8347.0, 14756.0, 12003.0]"
31063.0,[77945.0]
12262.0,[10998.0]
10998.0,[12262.0]
21805.0,[16329.0]
16329.0,[21805.0]
27524.0,"[68027.0, 30852.0, 30182.0, 27903.0]"
17400.0,[9240.0]
9240.0,"[17400.0, 6692.0]"
21148.0,[16028.0]
13657.0,[19057.0]
19057.0,[13657.0]
1735.0,"[1721.0, 1748.0, 2117.0]"
2117.0,"[1721.0, 1748.0, 1735.0]"
5941.0,[6596.0]
6596.0,[5941.0]
13629.0,[20793.0]
33433.0,[28850.0]
28850.0,[33433.0]
20834.0,[13295.0]
13295.0,[20834.0]
27664.0,[27678.0]
27678.0,[27664.0]
20774.0,[13425.0]
13425.0,[20774.0]
6548.0,"[5889.0, 4594.0, 10972.0]"
10972.0,[6548.0]
20569.0,[11168.0]
11168.0,[20569.0]
20857.0,[18327.0]
18327.0,[20857.0]
188.0,[4166.0]
4166.0,[188.0]
12034.0,[2146.0]
30765.0,[17403.0]
17403.0,[30765.0]
17306.0,[12747.0]
12747.0,[17306.0]
15995.0,[16268.0]
16268.0,[15995.0]
4172.0,"[2969.0, 12482.0, 4898.0, 7701.0]"
12482.0,"[4898.0, 4172.0, 7701.0, 11378.0]"
