RegulatedEntityName,DonationsValue,DonationEvents,DonationMean,RegEntity_Group
Mr Wilfred Emmanuel-Jones,10000.0,2,5000.0,Very Small Entity
Mr William Goodhand,29500.0,7,4214.285714285715,Very Small Entity
Mr William Humphrey,2144.0,1,2144.0,Single Donation Entity
Mr Wolfgang Tillmans,18000.0,2,9000.0,Very Small Entity
Mrs Barbara Follett MP,5245.2,1,5245.2,Single Donation Entity
Mrs Carolyn Harris,2600.0,1,2600.0,Single Donation Entity
Mrs Claire Curtis-Thomas MP,4037.45,2,2018.725,Very Small Entity
Mrs Eluned Morgan,3933.9,1,3933.9,Single Donation Entity
Mrs Emma Lewell-Buck MP,3154.78,2,1577.39,Very Small Entity
Mrs Eryl McNally,3933.3,1,3933.3,Single Donation Entity
Mrs Helen Jackson MP,5100.0,1,5100.0,Single Donation Entity
Mrs Jacqueline Foster MEP,7758.9,2,3879.45,Very Small Entity
Mrs Jacqui Lait MP,5245.2,1,5245.2,Single Donation Entity
Mrs Janet Anderson,3000.0,1,3000.0,Single Donation Entity
Mrs Jessica Morden MP,5594.469999999999,2,2797.2349999999997,Very Small Entity
Mrs Joan Humble,3000.0,1,3000.0,Single Donation Entity
Mrs Meg Munn MP,19068.0,7,2724.0,Very Small Entity
Mrs Nicky Gavron,12446.1,4,3111.525,Very Small Entity
Ms Alexandra Mayer,11692.0,1,11692.0,Single Donation Entity
Ms Amber Rudd MP,3381.91,2,1690.955,Very Small Entity
Ms Andrea Leadsom MP,72300.0,5,14460.0,Very Small Entity
Ms Angela Browning MP,5245.2,1,5245.2,Single Donation Entity
Ms Angela Rayner MP,39937.0,8,4992.125,Very Small Entity
Ms Angie Bray MP,2000.0,1,2000.0,Single Donation Entity
Ms Ann McKechin MP,6329.2,2,3164.6,Very Small Entity
Ms Anna Soubry MP,5000.0,1,5000.0,Single Donation Entity
Ms Anne Marie Morris MP,47275.72,18,2626.428888888889,Very Small Entity
Ms Anne Milton MP,3482.5,3,1160.8333333333333,Very Small Entity
Ms Anne Snelgrove MP,1425.0,1,1425.0,Single Donation Entity
Ms Anne-Marie Trevelyan,47805.82,22,2172.991818181818,Very Small Entity
Ms Annunziata Rees-Mogg,1800.0,1,1800.0,Single Donation Entity
Ms Arlene McCarthy,3933.9,1,3933.9,Single Donation Entity
Ms Barbara Keeley MP,1425.0,1,1425.0,Single Donation Entity
Ms Bridget Phillipson MP,2123.4,1,2123.4,Single Donation Entity
Ms Bridget Prentice,5245.2,1,5245.2,Single Donation Entity
Ms Caroline Dinenage MP,8000.0,1,8000.0,Single Donation Entity
Ms Caroline Jackson,3933.9,1,3933.9,Single Donation Entity
Ms Caroline Nokes,4000.0,2,2000.0,Very Small Entity
Ms Caroline Nokes MP,18935.0,3,6311.666666666667,Very Small Entity
Ms Catherine McKinnell MP,5500.0,2,2750.0,Very Small Entity
Ms Cathy Jamieson MP,7000.0,3,2333.3333333333335,Very Small Entity
Ms Celia Barlow MP,18179.0,6,3029.8333333333335,Very Small Entity
Ms Chinyelu Onwurah MP,9909.19,4,2477.2975,Very Small Entity
Ms Chloe Smith MP,39156.62,6,6526.1033333333335,Very Small Entity
Ms Christine Russell MP,8000.0,2,4000.0,Very Small Entity
Ms Claire Perry MP,9939.39,1,9939.39,Single Donation Entity
Ms Claire Sugden,4000.0,1,4000.0,Single Donation Entity
Ms Claire Ward MP,9745.2,2,4872.6,Very Small Entity
Ms Clare Moody,12455.87,1,12455.87,Single Donation Entity
Ms Daria Jean Taylor MP,3780.13,2,1890.065,Very Small Entity
Ms Diana Mary Organ,5245.2,1,5245.2,Single Donation Entity
Ms Diana Ruth Johnson MP,9650.92,4,2412.73,Very Small Entity
Ms Diana Wallis MEP,3825.0,1,3825.0,Single Donation Entity
Ms Diane Abbott MP,45979.65,11,4179.968181818182,Very Small Entity
Ms Edwina Hart AM,1625.0,1,1625.0,Single Donation Entity
Ms Elizabeth Truss,8200.54,1,8200.54,Single Donation Entity
Ms Emily Thornberry MP,3229.0,4,807.25,Very Small Entity
Ms Emma Reynolds MP,15398.0,5,3079.6,Very Small Entity
Ms Gemma Doyle MP,10360.11,4,2590.0275,Very Small Entity
Ms Gill Furniss MP,4600.0,1,4600.0,Single Donation Entity
Ms Gillian Merron MP,1221.13,1,1221.13,Single Donation Entity
Ms Gisela Stuart MP,25848.13,9,2872.0144444444445,Very Small Entity
Ms Glenis Willmott MEP,31000.0,5,6200.0,Very Small Entity
Ms Gloria De Piero MP,6000.0,3,2000.0,Very Small Entity
Ms Harriett Baldwin MP,6500.0,2,3250.0,Very Small Entity
Ms Heather Wheeler MP,36802.71,12,3066.8925,Very Small Entity
Ms Heidi Alexander MP,11690.02,2,5845.01,Very Small Entity
Ms Helen Goodman MP,40590.23,5,8118.046,Very Small Entity
Ms Helen Grant MP,19532.13,5,3906.4260000000004,Very Small Entity
Ms Helen Hayes,2000.0,1,2000.0,Single Donation Entity
Ms Helen Jones MP,10121.51,3,3373.8366666666666,Very Small Entity
Ms Holly Lynch MP,7921.0,4,1980.25,Very Small Entity
Ms Imelda Mary Read,37877.65,20,1893.8825000000002,Very Small Entity
Ms Isabel Owen,5179.0,1,5179.0,Single Donation Entity
Ms Ivana Bartoletti,4125.0,1,4125.0,Single Donation Entity
Ms Jackie Doyle-Price MP,3500.0,1,3500.0,Single Donation Entity
Ms Jackie Lawrence MP,5245.2,1,5245.2,Single Donation Entity
Ms Jane Kennedy MP,1528.0,1,1528.0,Single Donation Entity
Ms Janet Daby,5235.0,2,2617.5,Very Small Entity
Ms Jayne Shotton,8728.87,1,8728.87,Single Donation Entity
Ms Jean Lambert MEP,369.24,1,369.24,Single Donation Entity
Ms Jenny Randerson AM,5000.0,2,2500.0,Very Small Entity
Ms Jessica Lee MP,1511.0,1,1511.0,Single Donation Entity
Ms Jo Swinson MP,5743.8,3,1914.6000000000001,Very Small Entity
Ms Johann Lamont MSP,5000.0,1,5000.0,Single Donation Entity
Ms Joy Morrissey,5000.0,1,5000.0,Single Donation Entity
Ms Judith Kirton-Darling,16275.54,2,8137.77,Very Small Entity
Ms Julie Elliott,1800.0,1,1800.0,Single Donation Entity
Ms Julie Kirkbride,12302.05,2,6151.025,Very Small Entity
Ms Julie Morgan MP,8942.1,4,2235.525,Very Small Entity
Ms Justine Greening MP,3354.83,1,3354.83,Single Donation Entity
Ms Karen Bradley MP,5000.0,1,5000.0,Single Donation Entity
Ms Karen Buck MP,38225.0,5,7645.0,Very Small Entity
Ms Karen Lumley MP,6100.0,2,3050.0,Very Small Entity
Ms Kate Hoey MP,43421.0,5,8684.2,Very Small Entity
Ms Katy Clark MP,28854.45,12,2404.5375,Very Small Entity
Ms Kerry McCarthy MP,25016.45,9,2779.605555555556,Very Small Entity
Ms Kezia Dugdale MSP,31579.260000000002,7,4511.322857142857,Very Small Entity
Ms Laura Moffatt MP,6943.2699999999995,2,3471.6349999999998,Very Small Entity
Ms Laura Sandys MP,3691.93,1,3691.93,Single Donation Entity
Ms Linda Gilroy MP,3000.0,1,3000.0,Single Donation Entity
Ms Linda McAvan,7758.9,2,3879.45,Very Small Entity
Ms Linda Riordan MP,11500.0,2,5750.0,Very Small Entity
Ms Linda Woodings,6704.0,1,6704.0,Single Donation Entity
Ms Lisa Nandy MP,13075.0,4,3268.75,Very Small Entity
Ms Liz Lynne,10394.4,2,5197.2,Very Small Entity
Ms Lorna Fitzsimons,10345.2,2,5172.6,Very Small Entity
Ms Lorraine Fullbrook MP,10629.45,4,2657.3625,Very Small Entity
Ms Luciana Berger MP,62929.18,11,5720.834545454545,Very Small Entity
Ms Lucy Allan,2000.0,1,2000.0,Single Donation Entity
Ms Lucy Anderson,19710.0,4,4927.5,Very Small Entity
Ms Lucy Powell MP,13004.0,2,6502.0,Very Small Entity
Ms Lyn Brown MP,5481.0,2,2740.5,Very Small Entity
Ms Madeleine Moon MP,17756.260000000002,6,2959.376666666667,Very Small Entity
Ms Margaret Hughes,17817.82,2,8908.91,Very Small Entity
Ms Margaret Mitchell,3108.0,1,3108.0,Single Donation Entity
Ms Margaret Moran,8733.2,2,4366.6,Very Small Entity
Ms Margot James MP,11526.64,4,2881.66,Very Small Entity
Ms Marie Rimmer,12073.0,3,4024.3333333333335,Very Small Entity
Ms Mary Creagh MP,8850.0,3,2950.0,Very Small Entity
Ms Mary Glindon,51013.5,10,5101.35,Very Small Entity
Ms Mary Jane Senior,1215.51,1,1215.51,Single Donation Entity
Ms Mary MacLeod MP,119061.93,26,4579.304999999999,Very Small Entity
Ms Mary Robinson MP,23494.14,5,4698.8279999999995,Very Small Entity
Ms Meg Hillier MP,11116.25,3,3705.4166666666665,Very Small Entity
Ms Michelle Ballantyne,3675.0,1,3675.0,Single Donation Entity
Ms Michelle McIlveen,2144.0,1,2144.0,Single Donation Entity
Ms Michelle Thomson MP,1685.94,1,1685.94,Single Donation Entity
Ms Nadine Dorries MP,8130.0,1,8130.0,Single Donation Entity
Ms Nancy Platts,2737.37,2,1368.685,Very Small Entity
Ms Nicola Blackwood MP,6851.09,2,3425.545,Very Small Entity
Ms Nicolla Page,10912.16,1,10912.16,Single Donation Entity
Ms Oona King,56500.0,13,4346.153846153846,Very Small Entity
Ms Pamela Nash MP,10226.94,3,3408.98,Very Small Entity
Ms Penny Mordaunt MP,14600.0,3,4866.666666666667,Very Small Entity
Ms Philippa Stroud,51500.0,14,3678.5714285714284,Very Small Entity
Ms Priti Patel MP,20779.0,6,3463.1666666666665,Very Small Entity
Ms Rebecca Pow,50454.74,12,4204.5616666666665,Very Small Entity
Ms Rhoda Grant MSP,1763.26,1,1763.26,Single Donation Entity
Ms Roberta Blackman-Woods MP,18612.61,4,4653.1525,Very Small Entity
Ms Rosalind Scott,5000.0,1,5000.0,Single Donation Entity
Ms Rosemary McKenna,5245.2,1,5245.2,Single Donation Entity
Ms Rosie Cooper MP,22123.0,4,5530.75,Very Small Entity
Ms Rosie Duffield,2333.4,2,1166.7,Very Small Entity
Ms Rowenna Davis,21500.0,5,4300.0,Very Small Entity
Ms Rushanara Ali MP,53529.380000000005,13,4117.6446153846155,Very Small Entity
Ms Ruth Davidson MSP,29500.0,4,7375.0,Very Small Entity
Ms Sally Keeble MP,7400.0,2,3700.0,Very Small Entity
Ms Sandra Osborne MP,5245.2,1,5245.2,Single Donation Entity
Ms Sarah McCarthy-Fry MP,3573.0,1,3573.0,Single Donation Entity
Ms Sarah Newtonn MP,9699.22,3,3233.0733333333333,Very Small Entity
Ms Sarah Teather MP,16341.55,6,2723.5916666666667,Very Small Entity
Ms Seema Kennedy,5687.0,2,2843.5,Very Small Entity
Ms Seema Louise Ghiassi Kennedy,34250.0,6,5708.333333333333,Very Small Entity
Ms Seema Malhotra,3147.0,1,3147.0,Single Donation Entity
Ms Sheryll Murray MP,28674.0,10,2867.4,Very Small Entity
Ms Sian James MP,7500.0,1,7500.0,Single Donation Entity
Ms Siobhain McDonagh MP,9360.0,3,3120.0,Very Small Entity
Ms Sue Hayman,9559.83,1,9559.83,Single Donation Entity
Ms Susan Kramer MP,5290.09,3,1763.3633333333335,Very Small Entity
Ms Suzy Davies,2000.0,1,2000.0,Single Donation Entity
Ms Tessa Munt MP,3000.0,1,3000.0,Single Donation Entity
Ms Thelma Walker,1721.69,1,1721.69,Single Donation Entity
Ms Theresa Griffin,48909.95,3,16303.316666666666,Very Small Entity
Ms Tracey Crouch MP,5800.0,2,2900.0,Very Small Entity
Ms Tracy Brabin,3400.0,1,3400.0,Single Donation Entity
Ms Trudy Harrison,12191.11,2,6095.555,Very Small Entity
Ms Valerie Wise,1973.62,1,1973.62,Single Donation Entity
Ms Vera Baird QC MP,5245.2,1,5245.2,Single Donation Entity
Ms Vicky Foxcroft,8349.44,2,4174.72,Very Small Entity
Ms Wendy Alexander MSP,12950.0,3,4316.666666666667,Very Small Entity
Ms Wera Hobhouse,14000.0,2,7000.0,Very Small Entity
Ms Yasmin Qureshi MP,24054.69,8,3006.83625,Very Small Entity
Mums' Army [De-registered 13/03/12],144161.8,16,9010.1125,Very Small Entity
Muslim Friends Of Labour,44810.0,3,14936.666666666666,Very Small Entity
Muslims for GB Limited,20000.0,2,10000.0,Very Small Entity
Máirtín Ó Muilleoir,4018.48,1,4018.48,Single Donation Entity
NO2EU [De-registered 01/11/14],55739.89,8,6967.48625,Very Small Entity
Naomi Long,5691.54,1,5691.54,Single Donation Entity
Natalie McGarry MP,1977.11,1,1977.11,Single Donation Entity
National Front [De-registered 01/11/14],6169.91,1,6169.91,Single Donation Entity
Naz Shah MP,5281.97,3,1760.6566666666668,Very Small Entity
Neil Findlay MSP,38919.16,13,2993.7815384615387,Very Small Entity
Network for Animals Ltd,36271.8,3,12090.6,Very Small Entity
Nigel Adams MP,267307.14,44,6075.162272727273,Very Small Entity
Nigel Huddleston MP,17652.4,6,2942.066666666667,Very Small Entity
No Balls Ball,25450.0,2,12725.0,Very Small Entity
No Borders Campaign,125000.0,5,25000.0,Very Small Entity
No Campaign Limited,2518299.66,82,30710.971463414637,Small Entity
"No to AV, Yes to PR",21149.67,1,21149.67,Single Donation Entity
No2EU:Yes to Democracy [De-registered 02/11/10],97995.44,26,3769.055384615385,Very Small Entity
Nork Residents' Association,7945.0,1,7945.0,Single Donation Entity
Norris for London Campaign,493400.0,33,14951.515151515152,Very Small Entity
North East Says No Ltd,160327.31,6,26721.218333333334,Very Small Entity
Northumberland Dining Club,79477.86,10,7947.786,Very Small Entity
Nusrat Ghani,32589.0,6,5431.5,Very Small Entity
Official Monster Raving Loony Party,350.0,1,350.0,Single Donation Entity
Oliver Dowden MP,14867.0,2,7433.5,Very Small Entity
Oliver Mundell MSP,2000.0,1,2000.0,Single Donation Entity
Open Britain Ltd,88298.23,2,44149.115,Very Small Entity
Owen Smith MP,866905.12,62,13982.34064516129,Small Entity
Parliamentary Mainstream,97087.0,44,2206.5227272727275,Very Small Entity
Pat McFadden MP,23000.0,5,4600.0,Very Small Entity
Paul Bell,10000.0,1,10000.0,Single Donation Entity
Paul Girvan MP,2700.0,1,2700.0,Single Donation Entity
Paul Maskey,2800.35,2,1400.175,Very Small Entity
Paul Monaghan MP,3820.44,1,3820.44,Single Donation Entity
Paul Scully MP,25576.07,8,3197.00875,Very Small Entity
Paul Williams,8762.0,1,8762.0,Single Donation Entity
Paula Sherriff MP,28524.14,7,4074.8771428571426,Very Small Entity
Pauline Latham MP,109077.68,9,12119.742222222221,Very Small Entity
People Before Profit Alliance,57864.36,41,1411.3258536585365,Very Small Entity
People's Assembly Against Austerity,141540.06,18,7863.336666666666,Very Small Entity
Peter Dowd MP,3114.84,1,3114.84,Single Donation Entity
Peter Gibson,2000.0,1,2000.0,Single Donation Entity
Peter Kyle MP,76803.8,11,6982.163636363636,Very Small Entity
Phil Wilson,2000.0,1,2000.0,Single Donation Entity
Pirate Party UK,210.0,1,210.0,Single Donation Entity
Plaid Cymru - The Party of Wales,6037125.54,387,15599.807596899225,Medium Entity
Policy Network and Communications Ltd,291349.5,4,72837.375,Very Small Entity
Political Animal Lobby Ltd,17636.21,2,8818.105,Very Small Entity
Preet Kaur Gill,8262.45,3,2754.15,Very Small Entity
Pro Democracy: Libertas.eu [De-registered 02/11/10],107991.0,21,5142.428571428572,Very Small Entity
ProLife [De-registered 24/12/04],65828.6,8,8228.575,Very Small Entity
Progress Ltd,4706893.16,114,41288.53649122807,Medium Entity
Project Umubano,50000.0,1,50000.0,Single Donation Entity
Proud Robinson Ltd,76000.0,2,38000.0,Very Small Entity
Quality of Life Policy Group,258281.3,14,18448.664285714283,Very Small Entity
Rachael Hamilton MSP,2000.0,1,2000.0,Single Donation Entity
Rachel Reeves MP,84619.5,13,6509.192307692308,Very Small Entity
Ranil Jayawardena MP,52567.56,6,8761.26,Very Small Entity
Raymond Finch,7500.0,1,7500.0,Single Donation Entity
Rebecca Bailey,2200.0,1,2200.0,Single Donation Entity
Rebecca Harris MP,6537.0,2,3268.5,Very Small Entity
Redbridge Labour Group,19850.0,7,2835.714285714286,Very Small Entity
Referendum Facts Ltd (campaign name: InFacts),125870.0,9,13985.555555555555,Very Small Entity
Remain Labour Ltd,20000.0,3,6666.666666666667,Very Small Entity
Renew,429395.36,18,23855.297777777778,Very Small Entity
Represent Us Limited,4233.33,1,4233.33,Single Donation Entity
Richard Fuller MP,10000.0,1,10000.0,Single Donation Entity
Richard Leonard,63130.0,7,9018.57142857143,Very Small Entity
Right to Vote,300000.0,11,27272.727272727272,Very Small Entity
Robert Brian Hamill,10000.0,1,10000.0,Single Donation Entity
Robert Jenrick MP,14998.65,3,4999.55,Very Small Entity
Rosena Allin-Khan,33958.28,7,4851.182857142857,Very Small Entity
Ross Thomson,10579.26,2,5289.63,Very Small Entity
Royston Smith MP,6486.0,2,3243.0,Very Small Entity
Rupa Huq MP,15181.92,5,3036.384,Very Small Entity
Russell George,4431.71,2,2215.855,Very Small Entity
Ruth Smeeth MP,3000.0,1,3000.0,Single Donation Entity
SDLP (Social Democratic & Labour Party),219396.48,27,8125.795555555556,Very Small Entity
SNP Westminster Parliamentary Group,27099.93,1,27099.93,Single Donation Entity
Sarah Champion MP,15930.52,4,3982.63,Very Small Entity
Saving Labour,157460.0,7,22494.285714285714,Very Small Entity
Scientists for EU Limited,460000.0,4,115000.0,Very Small Entity
Scott Benton,2500.0,1,2500.0,Single Donation Entity
Scott Mann MP,6800.0,2,3400.0,Very Small Entity
Scottish Campaign for Nuclear Disarmament,4000.0,1,4000.0,Single Donation Entity
Scottish Green Party,635273.29,94,6758.226489361702,Small Entity
Scottish National Party (SNP),21874218.830000002,660,33142.755803030304,Medium Entity
Scottish National Party Parliamentary Group,56648.55,3,18882.850000000002,Very Small Entity
Scottish Socialist Party,558415.09,145,3851.138551724138,Medium Entity
Scottish Unionist Association Trust,218870.07,3,72956.69,Very Small Entity
Scottish Voice [De-registered 12/11/15],125000.0,6,20833.333333333332,Very Small Entity
Shabana Mahmood MP,4685.9400000000005,2,2342.9700000000003,Very Small Entity
Sharon Hodgson MP,35418.93,8,4427.36625,Very Small Entity
Shaun Bailey,210750.0,11,19159.090909090908,Very Small Entity
Sheena Tranter,1650.0,1,1650.0,Single Donation Entity
Simon Clarke,49900.0,10,4990.0,Very Small Entity
Simon Hart MP,58231.66,9,6470.184444444445,Very Small Entity
Simon Hoare,14787.0,3,4929.0,Very Small Entity
Sinn Féin,2506699.11,359,6982.448774373259,Medium Entity
Siobhan Baillie,2000.0,1,2000.0,Single Donation Entity
Sion Simon MEP,4321.0,1,4321.0,Single Donation Entity
Sir Bob Russell MP,5222.0,1,5222.0,Single Donation Entity
Sir David Amess MP,87063.27,21,4145.87,Very Small Entity
Sir Edward Garnier QC MP,24817.41,8,3102.17625,Very Small Entity
Sir Edward Leigh MP,2000.0,1,2000.0,Single Donation Entity
Sir Eric Pickles MP,15800.0,4,3950.0,Very Small Entity
Sir Gerald Howarth MP,23996.0,7,3428.0,Very Small Entity
Sir Hugh Bayley MP,17345.2,3,5781.733333333334,Very Small Entity
Sir Keir Starmer,10547.45,2,5273.725,Very Small Entity
Sir Nicholas Winteron MP,3000.0,1,3000.0,Single Donation Entity
Sir Oliver Heald QC MP,5245.2,1,5245.2,Single Donation Entity
Sir Peter Bottomley MP,10345.2,2,5172.6,Very Small Entity
Sir Peter Luff MP,22379.2,6,3729.866666666667,Very Small Entity
Sir Robert Smith MP,32312.77,9,3590.307777777778,Very Small Entity
Sir Roger Gale MP,2569.86,2,1284.93,Very Small Entity
Sir Stuart Bell MP,7162.0,2,3581.0,Very Small Entity
Sir Sydney Chapman MP,5245.2,1,5245.2,Single Donation Entity
Sir Teddy Taylor,5245.2,1,5245.2,Single Donation Entity
Sir Tony Cunningham MP,2949.0,2,1474.5,Very Small Entity
Sir William Cash MP,1199.69,1,1199.69,Single Donation Entity
Siôn Simon,25630.91,7,3661.558571428571,Very Small Entity
Social Democratic Party,12705.6,4,3176.4,Very Small Entity
Social Market Foundation,12500.0,1,12500.0,Single Donation Entity
Socialist Alliance,101166.0,1,101166.0,Single Donation Entity
Socialist Environment and Resources Association,10155.0,2,5077.5,Very Small Entity
Socialist Labour Party,60200.0,2,30100.0,Very Small Entity
Society for the Protection of Unborn Children,27700.0,1,27700.0,Single Donation Entity
Society of Conservative Lawyers,439454.71,6,73242.45166666668,Very Small Entity
Solihull and Meriden Residents Association,11582.0,1,11582.0,Single Donation Entity
South East Northumberland Unitary Council,3247.75,1,3247.75,Single Donation Entity
South Ribble Westminster Fund,35000.0,3,11666.666666666666,Very Small Entity
Stephen Gethins MP,9244.130000000001,3,3081.376666666667,Very Small Entity
Stephen Greenhalgh,17276.0,5,3455.2,Very Small Entity
Stephen Kinnock MP,34760.0,7,4965.714285714285,Very Small Entity
Stephen Lloyd,1600.57,1,1600.57,Single Donation Entity
Stephen Morgan,5600.0,2,2800.0,Very Small Entity
Stephen Phillips MP,4837.0,1,4837.0,Single Donation Entity
Steve Aiken,7897.47,1,7897.47,Single Donation Entity
Steve Baker MP,21390.0,2,10695.0,Very Small Entity
Steve Bedser,2341.64,1,2341.64,Single Donation Entity
Steve Brine,2500.0,1,2500.0,Single Donation Entity
Steve Double MP,43400.0,5,8680.0,Very Small Entity
Steve Reed MP,17052.23,4,4263.0575,Very Small Entity
Steve Rotheram MP,33900.0,4,8475.0,Very Small Entity
Stevenage First,8000.0,1,8000.0,Single Donation Entity
Stuart Blair Donaldson MP,5871.0,2,2935.5,Very Small Entity
Suella Braverman,8404.21,3,2801.403333333333,Very Small Entity
Suella Fernandes MP,17400.0,5,3480.0,Very Small Entity
TMVO Ltd,9737.17,1,9737.17,Single Donation Entity
Tasmina Ahmed-Sheikh MP,10377.09,3,3459.03,Very Small Entity
The Blah Party [De-registered 11/09/08],244335.95,25,9773.438,Very Small Entity
The Blair Must Go Party [De-registered 29/05/07],8200.0,1,8200.0,Single Donation Entity
The Brexit Party,1068902.01,34,31438.294411764706,Very Small Entity
The Bruges Group,100000.0,6,16666.666666666668,Very Small Entity
The Buckinghamshire Campaign for Democracy [De-registered 01/07/10],50000.0,3,16666.666666666668,Very Small Entity
The Campaign For An Independent Britain Limited,95000.0,9,10555.555555555555,Very Small Entity
The Campaign for British Influence in Europe Limited,563000.0,15,37533.333333333336,Very Small Entity
The Democratic Party [De-registered 17/06/10],100000.0,1,100000.0,Single Donation Entity
The Democratic Reform Company,599721.66,9,66635.74,Very Small Entity
The Fabian Society,86753.0,9,9639.222222222223,Very Small Entity
The In Campaign Ltd,24228109.1,206,117612.18009708739,Medium Entity
The Independent Group for Change,267220.0,9,29691.11111111111,Very Small Entity
The League Against Cruel Sports,81250.0,9,9027.777777777777,Very Small Entity
The Liberal Party,15076.32,14,1076.8799999999999,Very Small Entity
The New Party [De-registered 01/07/10],1382819.88,146,9471.36904109589,Medium Entity
"The Peace Party - Non-violence, Justice, Environment",6000.0,1,6000.0,Single Donation Entity
The People's Alliance [De-registered 14/07/04],669125.57,24,27880.232083333332,Very Small Entity
The Progressive Democratic Party [De-registered 15/02/12],13000.0,2,6500.0,Very Small Entity
The Radical Party,36852.0,13,2834.769230769231,Very Small Entity
The Respect Party [De-registered 18/08/16],80482.95,16,5030.184375,Very Small Entity
The Rt Hon Adam Ingram,5245.2,1,5245.2,Single Donation Entity
The Rt Hon Alan Johnson MP,69209.0,23,3009.086956521739,Very Small Entity
The Rt Hon Alan Milburn MP,37213.13,7,5316.161428571429,Very Small Entity
The Rt Hon Alistair Burt MP,58650.0,12,4887.5,Very Small Entity
The Rt Hon Alistair Darling MP,7312.42,1,7312.42,Single Donation Entity
The Rt Hon Alun Michael MP,15103.0,5,3020.6,Very Small Entity
The Rt Hon Andrew Lansley MP,46245.2,4,11561.3,Very Small Entity
The Rt Hon Andrew Mackay MP,13536.2,3,4512.066666666667,Very Small Entity
The Rt Hon Andrew Robathan MP,11762.0,4,2940.5,Very Small Entity
The Rt Hon Andy Burnham MP,424488.36,65,6530.590153846154,Small Entity
The Rt Hon Ann Widdecombe MP,1500.0,1,1500.0,Single Donation Entity
The Rt Hon Anne McGuire MP,3114.56,2,1557.28,Very Small Entity
The Rt Hon Annette Brooke MP,3398.0,2,1699.0,Very Small Entity
The Rt Hon Ben Bradshaw MP,19929.47,7,2847.067142857143,Very Small Entity
The Rt Hon Bob Ainsworth MP,4500.0,1,4500.0,Single Donation Entity
The Rt Hon Bruce George,9885.1,3,3295.0333333333333,Very Small Entity
The Rt Hon Caroline Flint MP,76843.58,20,3842.179,Very Small Entity
The Rt Hon Caroline Spelman MP,26513.7,6,4418.95,Very Small Entity
The Rt Hon Charles Clarke MP,23574.8,8,2946.85,Very Small Entity
The Rt Hon Charles Kennedy MP,219600.0,33,6654.545454545455,Very Small Entity
The Rt Hon Cheryl Gillan MP,5245.2,1,5245.2,Single Donation Entity
The Rt Hon Chris Smith MP,5245.2,1,5245.2,Single Donation Entity
The Rt Hon Christopher Grayling MP,362227.3,23,15749.01304347826,Very Small Entity
The Rt Hon Clare Short MP,60373.96,25,2414.9584,Very Small Entity
The Rt Hon Dame Joan Ruddock MP,7996.82,2,3998.41,Very Small Entity
The Rt Hon David A Laws MP,4000.0,1,4000.0,Single Donation Entity
The Rt Hon David Blunkett MP,9074.0,3,3024.6666666666665,Very Small Entity
The Rt Hon David Cameron MP,515230.2,49,10514.902040816327,Very Small Entity
The Rt Hon David Davis MP,439298.03,48,9152.042291666667,Very Small Entity
The Rt Hon David Hanson MP,10345.2,2,5172.6,Very Small Entity
The Rt Hon David Heathcoat-Amory MP,24850.0,9,2761.1111111111113,Very Small Entity
The Rt Hon David Lammy MP,490241.35,78,6285.1455128205125,Small Entity
The Rt Hon David Lidington MP,40652.25,12,3387.6875,Very Small Entity
The Rt Hon David Miliband MP,683977.27,61,11212.742131147541,Small Entity
The Rt Hon David Mundell MP,58502.0,19,3079.0526315789475,Very Small Entity
The Rt Hon David Willetts MP,67335.79000000001,11,6121.435454545455,Very Small Entity
The Rt Hon Denis MacShane MP,16764.41,5,3352.882,Very Small Entity
The Rt Hon Des Browne MP,1505.82,1,1505.82,Single Donation Entity
The Rt Hon Desmond Swayne MP,13745.2,3,4581.733333333334,Very Small Entity
The Rt Hon Dominic Grieve QC MP,8245.2,2,4122.6,Very Small Entity
The Rt Hon Don Foster MP,11260.44,2,5630.22,Very Small Entity
The Rt Hon Douglas Alexander MP,26723.59,7,3817.655714285714,Very Small Entity
The Rt Hon Douglas Hogg MP,1700.0,1,1700.0,Single Donation Entity
The Rt Hon Dr Liam Fox MP,824532.34,88,9369.685681818182,Small Entity
The Rt Hon Dr Vincent Cable MP,35822.0,6,5970.333333333333,Very Small Entity
The Rt Hon Ed Miliband,52835.8,4,13208.95,Very Small Entity
The Rt Hon Edward Balls MP,182634.14,18,10146.341111111113,Very Small Entity
The Rt Hon Edward Miliband MP,391663.08,59,6638.357288135593,Small Entity
The Rt Hon Elfyn Llwyd MP,15977.189999999999,5,3195.4379999999996,Very Small Entity
The Rt Hon Esther McVey,15550.0,4,3887.5,Very Small Entity
The Rt Hon Francis Maude MP,6246.2,2,3123.1,Very Small Entity
The Rt Hon Frank Dobson MP,13235.0,4,3308.75,Very Small Entity
The Rt Hon Frank Field MP,66909.7,6,11151.616666666667,Very Small Entity
The Rt Hon Geoff Hoon MP,5039.0,2,2519.5,Very Small Entity
The Rt Hon George Osborne MP,360414.51,31,11626.274516129033,Very Small Entity
The Rt Hon Gillian Shephard,5245.2,1,5245.2,Single Donation Entity
The Rt Hon Gordon Brown MP,255701.33000000002,29,8817.28724137931,Very Small Entity
The Rt Hon Grant Shapps MP,6938.0,3,2312.6666666666665,Very Small Entity
The Rt Hon Greg Clark MP,15000.0,4,3750.0,Very Small Entity
The Rt Hon Greg Hands MP,92688.53,16,5793.033125,Very Small Entity
