,RegulatedEntityName,DonationsValue,DonationEvents,DonationMean,RegEntity_Group
913,Mr Christopher Stalford,5872.43,1,5872.43,Single Donation Entity
914,Mr Colin Mcgrath,6100.0,1,6100.0,Single Donation Entity
915,Mr Conor Keenan,1887.89,1,1887.89,Single Donation Entity
916,Mr Declan Kearney,6055.82,1,6055.82,Single Donation Entity
917,Mr Gary Middleton,2144.0,1,2144.0,Single Donation Entity
918,Mr Gregory Campbell Mp,2700.0,1,2700.0,Single Donation Entity
919,Mr Jonathan Buckley,10644.0,2,5322.0,Unknown
920,Mr William Humphrey,2144.0,1,2144.0,Single Donation Entity
921,Ms Claire Sugden,4000.0,1,4000.0,Single Donation Entity
922,Ms Michelle Mcilveen,2144.0,1,2144.0,Single Donation Entity
923,Mums' Army,144161.8,16,9010.1125,Unknown
924,Mums4Justice,105869.75,12,8822.479166666666,Unknown
925,Murdo Fraser,14700.0,4,3675.0,Unknown
926,MusliFor Gb Limited,20000.0,2,10000.0,Unknown
927,Muslim Friends Of Labour,44810.0,3,14936.666666666666,Unknown
928,Máirtín Ó Muilleoir,4018.48,1,4018.48,Single Donation Entity
929,Nadhim Zahawi,31789.97,7,4541.424285714286,Unknown
930,Nadine Dorries,8130.0,1,8130.0,Single Donation Entity
931,Nancy Platts,2737.37,2,1368.685,Unknown
932,Naomi Long,5691.54,1,5691.54,Single Donation Entity
933,Natalie Mcgarry,1977.11,1,1977.11,Single Donation Entity
934,National Front,6169.91,1,6169.91,Single Donation Entity
935,Naz Shah,5281.97,3,1760.6566666666668,Unknown
936,Neil Bibby,5000.0,1,5000.0,Single Donation Entity
937,Neil Carmichael,2000.0,1,2000.0,Single Donation Entity
938,Neil Coyle,10300.11,2,5150.055,Unknown
939,Neil Findlay,38919.16,13,2993.7815384615387,Unknown
940,Neil Hudson,2856.4,2,1428.2,Unknown
941,Neil Parish,4675.0,2,2337.5,Unknown
942,Network For Animals Ltd,36271.8,3,12090.6,Unknown
943,New Party,1382819.88,146,9471.36904109589,Unknown
944,Nic Dakin,2390.0,1,2390.0,Single Donation Entity
945,Nicholas Bourne Am,1563.05,1,1563.05,Single Donation Entity
946,Nicholas Brown,9604.35,3,3201.4500000000003,Unknown
947,Nicholas John Gibb,5245.2,1,5245.2,Single Donation Entity
948,Nicholas Palmer,8245.2,3,2748.4,Unknown
949,Nicholas Soames,32790.2,8,4098.775,Unknown
950,Nicholas Winteron,3000.0,1,3000.0,Single Donation Entity
951,Nick Ainger,1300.0,1,1300.0,Single Donation Entity
952,Nick Boles,18089.16,6,3014.86,Unknown
953,Nick Clegg,303857.0,38,7996.236842105263,Unknown
954,Nick De Bois,7200.0,2,3600.0,Unknown
955,Nick Griffin,5000.0,1,5000.0,Single Donation Entity
956,Nick Herbert,243376.76,36,6760.4655555555555,Unknown
957,Nick Smith,2654.48,1,2654.48,Single Donation Entity
958,Nicky Gavron,12446.1,4,3111.525,Unknown
959,Nicky Morgan,6000.0,1,6000.0,Single Donation Entity
960,Nicola Blackwood,6851.09,2,3425.545,Unknown
961,Nicolla Page,10912.16,1,10912.16,Single Donation Entity
962,Nigel Adams,267307.14,44,6075.162272727273,Unknown
963,Nigel Evans,94135.2,26,3620.584615384615,Unknown
964,Nigel Farage,62107.9,16,3881.74375,Unknown
965,Nigel Huddleston,17652.4,6,2942.066666666667,Unknown
966,Nigel Jones,5245.2,1,5245.2,Single Donation Entity
967,Nigel Mills,1558.0,1,1558.0,Single Donation Entity
968,Nigel Waterson,6245.2,2,3122.6,Unknown
969,No Balls Ball,25450.0,2,12725.0,Unknown
970,No Borders Campaign,125000.0,5,25000.0,Unknown
971,No Campaign Limited,2518299.66,82,30710.971463414637,Unknown
972,No To Av Yes To Pr,21149.67,1,21149.67,Single Donation Entity
973,No2Eu:Yes To Democracy,153735.33000000002,34,4521.627352941177,Unknown
974,Nork Residents' Association,7945.0,1,7945.0,Single Donation Entity
975,Norman Baker,2400.0,1,2400.0,Single Donation Entity
976,Norman Lamb,76750.5,23,3336.978260869565,Unknown
977,Norris For London Campaign,493400.0,33,14951.515151515152,Unknown
978,North East Says No Ltd,160327.31,6,26721.218333333334,Unknown
979,Northumberland Dining Club,79477.86,10,7947.786,Unknown
980,Nusrat Ghani,32589.0,6,5431.5,Unknown
981,Official Monster Raving Loony Party,350.0,1,350.0,Single Donation Entity
982,Oliver Colvile,13074.0,4,3268.5,Unknown
983,Oliver Dowden,14867.0,2,7433.5,Unknown
984,Oliver Heald,5245.2,1,5245.2,Single Donation Entity
985,Oliver Letwin,7550.0,2,3775.0,Unknown
986,Oliver Mundell,2000.0,1,2000.0,Single Donation Entity
987,Oona King,56500.0,13,4346.153846153846,Unknown
988,Open Britain Ltd,88298.23,2,44149.115,Unknown
989,Owen Paterson,59580.45,14,4255.746428571429,Unknown
990,Owen Smith,866905.12,62,13982.34064516129,Unknown
991,Pamela Nash,10226.94,3,3408.98,Unknown
992,Parliamentary Mainstream,97087.0,44,2206.5227272727275,Unknown
993,Parmjit Dhanda,13536.0,5,2707.2,Unknown
994,Pat Mcfadden,23000.0,5,4600.0,Unknown
995,Patricia Hewitt,10909.0,3,3636.3333333333335,Unknown
996,Patrick Grady,4678.0,1,4678.0,Single Donation Entity
997,Patrick Harvie,5316.0,1,5316.0,Single Donation Entity
998,Patrick Mcloughlin,3700.0,2,1850.0,Unknown
999,Patrick Mercer,6322.9,2,3161.45,Unknown
1000,Paul Bell,10000.0,1,10000.0,Single Donation Entity
1001,Paul Blomfield,2485.0,1,2485.0,Single Donation Entity
1002,Paul Brannen,2000.0,1,2000.0,Single Donation Entity
1003,Paul Burstow,5245.2,1,5245.2,Single Donation Entity
1004,Paul Clark,5000.0,1,5000.0,Single Donation Entity
1005,Paul Davies,3000.0,1,3000.0,Single Donation Entity
1006,Paul Dennett,5000.0,1,5000.0,Single Donation Entity
1007,Paul Flynn,5245.2,1,5245.2,Single Donation Entity
1008,Paul Girvan Mp,2700.0,1,2700.0,Single Donation Entity
1009,Paul Goggins,5100.0,1,5100.0,Single Donation Entity
1010,Paul Goodman,8855.0,3,2951.6666666666665,Unknown
1011,Paul Keetch,13245.2,2,6622.6,Unknown
1012,Paul Maskey,2800.35,2,1400.175,Unknown
1013,Paul Masterton,2600.0,1,2600.0,Single Donation Entity
1014,Paul Maynard,12267.4,6,2044.5666666666666,Unknown
1015,Paul Monaghan,3820.44,1,3820.44,Single Donation Entity
1016,Paul Murphy,2357.0,1,2357.0,Single Donation Entity
1017,Paul Scully,25576.07,8,3197.00875,Unknown
1018,Paul Tyler,5245.2,1,5245.2,Single Donation Entity
1019,Paul Uppal,9925.0,2,4962.5,Unknown
1020,Paul Williams,8762.0,1,8762.0,Single Donation Entity
1021,Paula Sherriff,28524.14,7,4074.8771428571426,Unknown
1022,Pauline Latham,109077.68,9,12119.742222222221,Unknown
1023,Peace Party - Non-Violence Justice Environment,6000.0,1,6000.0,Single Donation Entity
1024,Penny Mordaunt,14600.0,3,4866.666666666667,Unknown
1025,People Before Profit Alliance,57864.36,41,1411.3258536585365,Unknown
1026,People's Alliance,669125.57,24,27880.232083333332,Unknown
1027,People's Assembly Against Austerity,141540.06,18,7863.336666666666,Unknown
1028,Peter Bone,5800.0,2,2900.0,Unknown
1029,Peter Bottomley,10345.2,2,5172.6,Unknown
1030,Peter Dowd,3114.84,1,3114.84,Single Donation Entity
1031,Peter Duncan,5245.2,1,5245.2,Single Donation Entity
1032,Peter Gibson,2000.0,1,2000.0,Single Donation Entity
1033,Peter Hain,211900.95,36,5886.137500000001,Unknown
1034,Peter Kilfoyle,5245.2,1,5245.2,Single Donation Entity
1035,Peter Kyle,76803.8,11,6982.163636363636,Unknown
1036,Peter Lilley,13770.71,5,2754.142,Unknown
1037,Peter Luff,22379.2,6,3729.866666666667,Unknown
1038,Peter Viggers,14245.2,3,4748.400000000001,Unknown
1039,Phil Willis,1323.5,1,1323.5,Single Donation Entity
1040,Phil Wilson,2000.0,1,2000.0,Single Donation Entity
1041,Philip Allott,2000.0,1,2000.0,Single Donation Entity
1042,Philip Andrew Davies,2000.0,1,2000.0,Single Donation Entity
1043,Philip Bradbourne,3933.9,1,3933.9,Single Donation Entity
1044,Philip Bushill-Matthews,3933.9,1,3933.9,Single Donation Entity
1045,Philip Davies,14472.0,4,3618.0,Unknown
1046,Philip Dunne,13273.09,4,3318.2725,Unknown
1047,Philip Hollobone,32960.74,9,3662.304444444444,Unknown
1048,Philippa Stroud,51500.0,14,3678.5714285714284,Unknown
1049,Philippa Whitford,6451.16,3,2150.3866666666668,Unknown
1050,Phillip Hammond,6945.2,2,3472.6,Unknown
1051,Piara Khabra,5245.2,1,5245.2,Single Donation Entity
1052,Pirate Party Uk,210.0,1,210.0,Single Donation Entity
1053,Plaid Cymru - Party Of Wales,6037125.54,387,15599.807596899225,Unknown
1054,Policy Network And Communications Ltd,291349.5,4,72837.375,Unknown
1055,Political Animal Lobby Ltd,17636.21,2,8818.105,Unknown
1056,Preet Kaur Gill,8262.45,3,2754.15,Unknown
1057,Priti Patel,20779.0,6,3463.1666666666665,Unknown
1058,Pro Democracy: Libertas.Eu,107991.0,21,5142.428571428572,Unknown
1059,Progress Ltd,4706893.16,114,41288.53649122807,Unknown
1060,Progressive Democratic Party,13000.0,2,6500.0,Unknown
1061,Project Umubano,50000.0,1,50000.0,Single Donation Entity
1062,Prolife,65828.6,8,8228.575,Unknown
1063,Proud Robinson Ltd,76000.0,2,38000.0,Unknown
1064,Quality Of Life Policy Group,258281.3,14,18448.664285714283,Unknown
1065,Quentin Davies,6545.2,2,3272.6,Unknown
1066,R Shannon,3618.94,1,3618.94,Single Donation Entity
1067,Rachael Hamilton,2000.0,1,2000.0,Single Donation Entity
1068,Rachel Reeves,84619.5,13,6509.192307692308,Unknown
1069,Radical Party,36852.0,13,2834.769230769231,Unknown
1070,Ranil Jayawardena,52567.56,6,8761.26,Unknown
1071,Raymond Finch,7500.0,1,7500.0,Single Donation Entity
1072,Rebecca Bailey,2200.0,1,2200.0,Single Donation Entity
1073,Rebecca Harris,6537.0,2,3268.5,Unknown
1074,Rebecca Pow,50454.74,12,4204.5616666666665,Unknown
1075,Redbridge Labour Group,19850.0,7,2835.714285714286,Unknown
1076,Referendum Facts Ltd (Campaign Name: Infacts),125870.0,9,13985.555555555555,Unknown
1077,Rehman Chishti,19368.91,6,3228.1516666666666,Unknown
1078,Remain Labour Ltd,20000.0,3,6666.666666666667,Unknown
1079,Renew,429395.36,18,23855.297777777778,Unknown
1080,Represent Us Limited,4233.33,1,4233.33,Single Donation Entity
1081,Resham Kotecha,2500.0,1,2500.0,Single Donation Entity
1082,Respect Party,80482.95,16,5030.184375,Unknown
1083,Rhoda Grant,1763.26,1,1763.26,Single Donation Entity
1084,Rhun Ap Iorwerth,5221.32,2,2610.66,Unknown
1085,Richard Bacon,15891.19,5,3178.2380000000003,Unknown
1086,Richard Baker,14900.0,2,7450.0,Unknown
1087,Richard Balfe,3933.9,1,3933.9,Single Donation Entity
1088,Richard Burden,27874.65,10,2787.465,Unknown
1089,Richard Burgon,1735.78,1,1735.78,Single Donation Entity
1090,Richard Cook,2000.0,1,2000.0,Single Donation Entity
1091,Richard Corbett,8694.42,2,4347.21,Unknown
1092,Richard Fuller,10000.0,1,10000.0,Single Donation Entity
1093,Richard Graham,39374.5,11,3579.5,Unknown
1094,Richard Harrington,52696.0,6,8782.666666666666,Unknown
1095,Richard Howitt,14402.55,5,2880.5099999999998,Unknown
1096,Richard Leonard,63130.0,7,9018.57142857143,Unknown
1097,Richard Lyle,2200.0,1,2200.0,Single Donation Entity
1098,Richard Minshull,2000.0,1,2000.0,Single Donation Entity
1099,Richard Ottaway,3212.0,2,1606.0,Unknown
1100,Richard Ottoway,5245.2,1,5245.2,Single Donation Entity
1101,Richard Page,5245.2,1,5245.2,Single Donation Entity
1102,Richard Spring,38548.15,12,3212.3458333333333,Unknown
1103,Right To Vote,300000.0,11,27272.727272727272,Unknown
1104,Robert Brian Hamill,10000.0,1,10000.0,Single Donation Entity
1105,Robert Buckland,10000.0,3,3333.3333333333335,Unknown
1106,Robert Flello,39675.0,8,4959.375,Unknown
1107,Robert Goodwill,19891.3,5,3978.2599999999998,Unknown
1108,Robert Halfon,89862.48,19,4729.604210526316,Unknown
1109,Robert Jackson,5245.2,1,5245.2,Single Donation Entity
1110,Robert Jenrick,14998.65,3,4999.55,Unknown
1111,Robert Key,5245.2,1,5245.2,Single Donation Entity
1112,Robert Largan,2000.0,1,2000.0,Single Donation Entity
1113,Robert Laxton,13897.48,3,4632.493333333333,Unknown
1114,Robert N Wareing,10345.2,2,5172.6,Unknown
1115,Robert Neill,20547.68,5,4109.536,Unknown
1116,Robert Smith,32312.77,9,3590.307777777778,Unknown
1117,Robert Sturdy,3933.9,1,3933.9,Single Donation Entity
1118,Robert Walter,18490.2,6,3081.7000000000003,Unknown
1119,Roberta Blackman-Woods,18612.61,4,4653.1525,Unknown
1120,Robin Cook,5245.2,1,5245.2,Single Donation Entity
1121,Roger Berry,5245.2,1,5245.2,Single Donation Entity
1122,Roger Casale,18770.309999999998,9,2085.5899999999997,Unknown
1123,Roger Gale,2569.86,2,1284.93,Unknown
1124,Roger Godsiff,31389.0,10,3138.9,Unknown
1125,Roger Helmer,3933.9,1,3933.9,Single Donation Entity
1126,Ronnie Campbell,3810.0,1,3810.0,Single Donation Entity
1127,Rory Stewart,184101.7,34,5414.755882352942,Unknown
1128,Rosalind Scott,5000.0,1,5000.0,Single Donation Entity
1129,Rosemary Mckenna,5245.2,1,5245.2,Single Donation Entity
1130,Rosena Allin-Khan,33958.28,7,4851.182857142857,Unknown
1131,Rosie Cooper,22123.0,4,5530.75,Unknown
1132,Rosie Duffield,2333.4,2,1166.7,Unknown
1133,Ross Cranston,2346.43,1,2346.43,Single Donation Entity
1134,Ross Thomson,26037.75,4,6509.4375,Unknown
1135,Rowenna Davis,21500.0,5,4300.0,Unknown
1136,Roy Perry,6933.9,2,3466.95,Unknown
1137,Royston Smith,8486.0,3,2828.6666666666665,Unknown
1138,Rupa Huq,15181.92,5,3036.384,Unknown
1139,Rushanara Ali,53529.380000000005,13,4117.6446153846155,Unknown
1140,Russell George,4431.71,2,2215.855,Unknown
1141,Ruth Davidson,29500.0,4,7375.0,Unknown
1142,Ruth Smeeth,3000.0,1,3000.0,Single Donation Entity
1143,Sadiq Khan,363956.0,41,8876.975609756097,Unknown
1144,Sajid Javid,303669.63,24,12652.90125,Unknown
1145,Sally Keeble,7400.0,2,3700.0,Unknown
1146,Sam Gyimah,15064.0,4,3766.0,Unknown
1147,Sanchia Alasia,3520.0,2,1760.0,Unknown
1148,Sandra Osborne,5245.2,1,5245.2,Single Donation Entity
1149,Sarah Champion,15930.52,4,3982.63,Unknown
1150,Sarah Mccarthy-Fry,3573.0,1,3573.0,Single Donation Entity
1151,Sarah Newtonn,9699.22,3,3233.0733333333333,Unknown
1152,Sarah Teather,16341.55,6,2723.5916666666667,Unknown
1153,Saving Labour,157460.0,7,22494.285714285714,Unknown
1154,Scientists For Eu Limited,460000.0,4,115000.0,Unknown
1155,Scott Benton,2500.0,1,2500.0,Single Donation Entity
1156,Scott Mann,6800.0,2,3400.0,Unknown
1157,Scottish Green Party,635273.29,94,6758.226489361702,Unknown
1158,Scottish National Party (Snp),21874218.830000002,660,33142.755803030304,Unknown
1159,Scottish National Party Parliamentary Group,56648.55,3,18882.850000000002,Unknown
1160,Scottish Research Society,74747.47,1,74747.47,Single Donation Entity
1161,Scottish Socialist Party,558415.09,145,3851.138551724138,Unknown
1162,Scottish Unionist Association Trust,218870.07,3,72956.69,Unknown
1163,Scottish Voice,125000.0,6,20833.333333333332,Unknown
1164,Sdlp (Social Democratic & Labour Party),219396.48,27,8125.795555555556,Unknown
1165,Sean Anstee,100838.77,20,5041.9385,Unknown
1166,Sebastian Dance,2500.0,1,2500.0,Single Donation Entity
1167,Seema Kennedy,5687.0,2,2843.5,Unknown
1168,Seema Louise Ghiassi Kennedy,34250.0,6,5708.333333333333,Unknown
1169,Seema Malhotra,3147.0,1,3147.0,Single Donation Entity
1170,Shabana Mahmood,4685.9400000000005,2,2342.9700000000003,Unknown
1171,Shahid Malik,15000.0,2,7500.0,Unknown
1172,Shailesh Vara,19739.0,5,3947.8,Unknown
1173,Sharon Hodgson,35418.93,8,4427.36625,Unknown
1174,Shaun Bailey,210750.0,11,19159.090909090908,Unknown
1175,Shaun Woodward,18550.0,3,6183.333333333333,Unknown
1176,Sheena Tranter,1650.0,1,1650.0,Single Donation Entity
1177,Sheryll Murray,28674.0,10,2867.4,Unknown
1178,Sian James,7500.0,1,7500.0,Single Donation Entity
1179,Simon Burns,55055.2,16,3440.95,Unknown
1180,Simon Clarke,49900.0,10,4990.0,Unknown
1181,Simon Danczuk,14673.0,3,4891.0,Unknown
1182,Simon Day,1650.0,1,1650.0,Single Donation Entity
1183,Simon Hart,58231.66,9,6470.184444444445,Unknown
1184,Simon Hoare,14787.0,3,4929.0,Unknown
1185,Simon Hughes,43250.54,8,5406.3175,Unknown
1186,Simon Kirby,2000.0,1,2000.0,Single Donation Entity
1187,Simon Marcus,2000.0,1,2000.0,Single Donation Entity
1188,Simon Murphy,6460.5,1,6460.5,Single Donation Entity
1189,Simon Reevell,2000.0,1,2000.0,Single Donation Entity
1190,Sinn Féin,2506699.11,359,6982.448774373259,Unknown
1191,Siobhain Mcdonagh,9360.0,3,3120.0,Unknown
1192,Siobhan Baillie,2000.0,1,2000.0,Single Donation Entity
1193,Sion Simon,4321.0,1,4321.0,Single Donation Entity
1194,Siôn Simon,31390.91,8,3923.86375,Unknown
1195,Snp Westminster Parliamentary Group,27099.93,1,27099.93,Single Donation Entity
1196,Social Democratic Party,12705.6,4,3176.4,Unknown
1197,Social Market Foundation,12500.0,1,12500.0,Single Donation Entity
1198,Socialist Alliance,101166.0,1,101166.0,Single Donation Entity
1199,Socialist Environment And Resources Association,10155.0,2,5077.5,Unknown
1200,Socialist Labour Party,60200.0,2,30100.0,Unknown
1201,Socialist Party Of Great Britain,1196654.92,19,62981.83789473684,Unknown
1202,Society For The Protection Of Unborn Children,27700.0,1,27700.0,Single Donation Entity
1203,Society Of Conservative Lawyers,439454.71,6,73242.45166666668,Unknown
1204,Solihull And Meriden Residents Association,11582.0,1,11582.0,Single Donation Entity
1205,South East Northumberland Unitary Council,3247.75,1,3247.75,Single Donation Entity
1206,South Ribble Westminster Fund,35000.0,3,11666.666666666666,Unknown
1207,Spring Lunch,182976.0,16,11436.0,Unknown
1208,Stephen Barclay,1305.0,1,1305.0,Single Donation Entity
1209,Stephen Byers,36621.090000000004,15,2441.4060000000004,Unknown
1210,Stephen Crabb,20500.0,8,2562.5,Unknown
1211,Stephen Dorrell,5000.0,1,5000.0,Single Donation Entity
1212,Stephen Doughty,14750.0,8,1843.75,Unknown
1213,Stephen Gethins,9244.130000000001,3,3081.376666666667,Unknown
1214,Stephen Greenhalgh,17276.0,5,3455.2,Unknown
1215,Stephen Hammond,34963.61,7,4994.801428571429,Unknown
1216,Stephen Hepburn,17140.3,7,2448.6142857142854,Unknown
1217,Stephen Hesford,5245.2,1,5245.2,Single Donation Entity
1218,Stephen Kerr,1600.57,1,1600.57,Single Donation Entity
1219,Stephen Kinnock,34760.0,7,4965.714285714285,Unknown
1220,Stephen Lloyd,1600.57,1,1600.57,Single Donation Entity
1221,Stephen Mccabe,8513.17,4,2128.2925,Unknown
1222,Stephen Mcpartland,10123.1,4,2530.775,Unknown
1223,Stephen Metcalfe,25302.0,5,5060.4,Unknown
1224,Stephen Morgan,5600.0,2,2800.0,Unknown
1225,Stephen Mosley,10679.45,5,2135.8900000000003,Unknown
1226,Stephen Phillips,4837.0,1,4837.0,Single Donation Entity
1227,Stephen Pound,21602.2,6,3600.366666666667,Unknown
1228,Stephen R O'Brien,350160.28,26,13467.703076923079,Unknown
1229,Stephen S. Hughes,3933.9,1,3933.9,Single Donation Entity
1230,Stephen Timms,28509.0,9,3167.6666666666665,Unknown
1231,Stephen Twigg,15846.42,5,3169.284,Unknown
1232,Steve Aiken,7897.47,1,7897.47,Single Donation Entity
1233,Steve Baker,21390.0,2,10695.0,Unknown
1234,Steve Bedser,2341.64,1,2341.64,Single Donation Entity
1235,Steve Bell,2000.0,1,2000.0,Single Donation Entity
1236,Steve Brine,2500.0,1,2500.0,Single Donation Entity
1237,Steve Double,43400.0,5,8680.0,Unknown
1238,Steve Reed,17052.23,4,4263.0575,Unknown
1239,Steve Rotheram,33900.0,4,8475.0,Unknown
1240,Steve Webb,3900.0,2,1950.0,Unknown
1241,Steven Paterson,3800.0,1,3800.0,Single Donation Entity
1242,Stevenage First,8000.0,1,8000.0,Single Donation Entity
1243,Struan Stevenson,3933.9,1,3933.9,Single Donation Entity
1244,Stuart Andrew,14715.0,5,2943.0,Unknown
1245,Stuart Bell,7162.0,2,3581.0,Unknown
1246,Stuart Blair Donaldson,5871.0,2,2935.5,Unknown
1247,Sue Hayman,9559.83,1,9559.83,Single Donation Entity
1248,Suella Braverman,8404.21,3,2801.403333333333,Unknown
1249,Suella Fernandes,17400.0,5,3480.0,Unknown
1250,Susan Kramer,5290.09,3,1763.3633333333335,Unknown
1251,Suzy Davies,2000.0,1,2000.0,Single Donation Entity
1252,Syd Rapson,5245.2,1,5245.2,Single Donation Entity
1253,Sydney Chapman,5245.2,1,5245.2,Single Donation Entity
1254,Tanmanjeet Singh Dhesi,3595.0,1,3595.0,Single Donation Entity
1255,Tasmina Ahmed-Sheikh,10377.09,3,3459.03,Unknown
1256,Teddy Taylor,5245.2,1,5245.2,Single Donation Entity
1257,Terence Anthony Gordon Davis,5245.2,1,5245.2,Single Donation Entity
1258,Tessa Jowell,189355.53,22,8607.069545454546,Unknown
1259,Tessa Munt,3000.0,1,3000.0,Single Donation Entity
1260,The Rt Hon Jeffrey Donaldson Mp,2700.0,1,2700.0,Single Donation Entity
1261,The Rt Hon Nigel Dodds Mp,2700.0,1,2700.0,Single Donation Entity
1262,Thelma Walker,1721.69,1,1721.69,Single Donation Entity
1263,Theresa Griffin,48909.95,3,16303.316666666666,Unknown
1264,Theresa May,281445.2,20,14072.26,Unknown
1265,Theresa Villiers,13847.65,6,2307.9416666666666,Unknown
1266,Thomas Clarke,5245.2,1,5245.2,Single Donation Entity
1267,Thomas Docherty,3279.0,1,3279.0,Single Donation Entity
1268,Thomas Mcavoy,5245.2,1,5245.2,Single Donation Entity
1269,Tim Boswell,13859.2,2,6929.6,Unknown
1270,Tim Collins,16888.2,2,8444.1,Unknown
1271,Tim Farron,155077.0,17,9122.176470588236,Unknown
1272,Tim Loughton,181996.07,27,6740.595185185185,Unknown
1273,Tim Yeo,53110.96,15,3540.730666666667,Unknown
1274,Timothy Kirkhope,3044.98,1,3044.98,Single Donation Entity
1275,Tmvo Ltd,9737.17,1,9737.17,Single Donation Entity
1276,Tobias Ellwood,26358.34,10,2635.834,Unknown
1277,Toby Perkins,3000.0,1,3000.0,Single Donation Entity
1278,Tom Arthur,6000.0,1,6000.0,Single Donation Entity
1279,Tom Blenkinsop,12000.0,2,6000.0,Unknown
1280,Tom Brake,49701.0,11,4518.272727272727,Unknown
1281,Tom Greatrex,9859.439999999999,3,3286.4799999999996,Unknown
1282,Tom Harris,5245.2,1,5245.2,Single Donation Entity
1283,Tom Hunt,2000.0,1,2000.0,Single Donation Entity
1284,Tom Levitt,8598.0,2,4299.0,Unknown
1285,Tom Pursglove,3424.0,2,1712.0,Unknown
1286,Tom Tugendhat,115870.0,10,11587.0,Unknown
1287,Tom Watson,529333.63,58,9126.441896551723,Unknown
1288,Tomos Davies,2000.0,1,2000.0,Single Donation Entity
1289,Tony Baldry,12345.2,3,4115.066666666667,Unknown
1290,Tony Cunningham,2949.0,2,1474.5,Unknown
1291,Tony Lloyd,22050.91,9,2450.101111111111,Unknown
1292,Tony Worthington,5245.2,1,5245.2,Single Donation Entity
1293,Tory Reform Group,155087.0,47,3299.723404255319,Unknown
1294,Tower Hamlets First,36975.39,1,36975.39,Single Donation Entity
1295,Tracey Crouch,5800.0,2,2900.0,Unknown
1296,Tracy Brabin,3400.0,1,3400.0,Single Donation Entity
1297,Trade Unionist And Socialist Coalition,81000.0,7,11571.42857142857,Unknown
1298,Trade Unionists Against European Union,168000.0,16,10500.0,Unknown
1299,Traditional Unionist Voice - Tuv,54267.119999999995,24,2261.1299999999997,Unknown
1300,Tristram Hunt,129893.17,15,8659.544666666667,Unknown
1301,Trudy Harrison,12191.11,2,6095.555,Unknown
1302,Trust,140000.0,4,35000.0,Unknown
1303,Tulip Siddiq,10000.0,1,10000.0,Single Donation Entity
1304,Uk Independence Party (Ukip),17793986.89,1810,9830.931983425415,Unknown
1305,Uk-Eu Open Policy Limited (Campaign Name: Best For Britain),140000.0,6,23333.333333333332,Unknown
1306,Ulster Unionist Party,194941.34,51,3822.3792156862746,Unknown
1307,Uncaged Campaigns Ltd,7461.0,2,3730.5,Unknown
1308,Unite Against Fascism,203361.13,14,14525.795,Unknown
1309,United & Cecil Club,124181.78,13,9552.444615384615,Unknown
1310,United Kingdom First,25440.5,8,3180.0625,Unknown
1311,Upminster And Cranham Residents Association,10000.0,1,10000.0,Single Donation Entity
1312,Valerie Wise,1973.62,1,1973.62,Single Donation Entity
1313,Vaughan Gething,91200.0,10,9120.0,Unknown
1314,Vera Baird,5245.2,1,5245.2,Single Donation Entity
1315,Veritas,23087.14,5,4617.428,Unknown
1316,Vernon Coaker,4663.42,2,2331.71,Unknown
1317,Veterans And People's Party,1000.0,1,1000.0,Single Donation Entity
1318,Veterans For Britain,200000.0,3,66666.66666666667,Unknown
1319,Vicky Foxcroft,8349.44,2,4174.72,Unknown
1320,Virendra Kumar Sharma,101001.2,26,3884.6615384615384,Unknown
1321,Virgin Management Limited,420000.0,2,210000.0,Unknown
1322,Virginia Bottomley,5245.2,1,5245.2,Single Donation Entity
1323,Vote Cruelty Free,31905.0,5,6381.0,Unknown
1324,Vote For A Change Ltd,539016.6799999999,7,77002.38285714285,Unknown
1325,Vote Leave Limited,19671643.0,251,78373.0796812749,Unknown
1326,Vote-Ok,37250.0,5,7450.0,Unknown
1327,Waging Peace,52224.0,4,13056.0,Unknown
1328,Wagtv Limited,290000.0,10,29000.0,Unknown
1329,Wake Up And Vote,200000.0,2,100000.0,Unknown
1330,Wayne David,18191.739999999998,7,2598.8199999999997,Unknown
1331,We Are Europe,685000.0,23,29782.608695652172,Unknown
1332,We Demand A Referendum Now,110326.84,22,5014.856363636363,Unknown
1333,Wendy Alexander,12950.0,3,4316.666666666667,Unknown
1334,Wera Hobhouse,14000.0,2,7000.0,Unknown
1335,Wes Streeting,46055.06,8,5756.8825,Unknown
1336,Wfs2014 Ltd,30000.0,3,10000.0,Unknown
1337,Wilfred Emmanuel-Jones,10000.0,2,5000.0,Unknown
1338,Will Quince,36449.59,15,2429.9726666666666,Unknown
1339,William Cash,1199.69,1,1199.69,Single Donation Entity
1340,William Goodhand,29500.0,7,4214.285714285715,Unknown
1341,William Hague,194875.24,40,4871.880999999999,Unknown
1342,William Wragg,2500.0,1,2500.0,Single Donation Entity
1343,Wolfgang Tillmans,18000.0,2,9000.0,Unknown
1344,Women'S Equality Party,1155408.46,51,22655.067843137254,Unknown
1345,Women2Win,182050.0,16,11378.125,Unknown
1346,Women4Theworld,53835.0,6,8972.5,Unknown
1347,Working Hound Defence Campaign,470.0,1,470.0,Single Donation Entity
1348,World Transformed,30232.76,1,30232.76,Single Donation Entity
1349,Yasmin Qureshi,24054.69,8,3006.83625,Unknown
1350,Yes 2 Europe,12000.0,4,3000.0,Unknown
1351,Yes Campaign Ltd,668.0,1,668.0,Single Donation Entity
